总价,单价,小区名称,所在区域,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,房源核验码,用水类型,用电类型,燃气价格,别墅类型,区,板块,楼层位置,总楼层数,室数,厅数,厨数,卫数,人均面积,楼层密度,厅室比,卫室比,总房间数,单价等级,面积等级,区域均价,区域中位价,区域价格标准差,区域房源数,相对价格指数
210万,16696元/平米,东桂新苑,镇海区 骆驼,3室1厅1厨2卫,中楼层 (共18层),125.78㎡,平层,,板楼,南 北,砖木结构,毛坯,两梯两户,有,2023-05-06,商品房,2021-07-06,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,02307023302110014,,,,,镇海区,骆驼,中楼层,18,3,1,1,2,31.445,6.62,0.25,0.5,6,1,2,2173067.729083665,1990000.0,977382.160362272,251,0.966375325314963
420万,30457元/平米,万科东晟府,鄞州区 高新区,4室2厅1厨2卫,低楼层 (共32层),137.90㎡,平层,,板塔结合,南,钢混结构,精装,两梯两户,有,2021-05-11,商品房,2021-05-11,普通住宅,满两年,非共有,无抵押,已上传房本照片,202008173302120165,,,,,鄞州区,高新区,低楼层,32,4,2,1,2,27.580000000000002,4.178787878787879,0.4,0.4,8,3,3,2711766.8711656444,2500000.0,1329556.3519404833,978,1.5488051336026207
458万,38343元/平米,风格城事,鄞州区 中河,3室2厅1厨2卫,低楼层 (共18层),119.45㎡,平层,,板塔结合,南,钢混结构,精装,一梯两户,有,2023-09-27,商品房,2010-12-06,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202210143302120083,,,,,鄞州区,中河,低楼层,18,3,2,1,2,29.8625,6.286842105263158,0.5,0.5,7,4,2,2711766.8711656444,2500000.0,1329556.3519404833,978,1.688935121880953
88万,15428元/平米,蔚斗新村新堰头,北仑区 戚家山,2室1厅1厨1卫,中楼层 (共5层),57.04㎡,平层,,塔楼,南,钢混结构,精装,一梯两户,无,2023-09-19,商品房,2020-08-31,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202209083302060014,,,,,北仑区,戚家山,中楼层,5,2,1,1,1,19.013333333333332,9.506666666666666,0.3333333333333333,0.3333333333333333,4,1,0,1875364.5484949832,1800000.0,855438.6591359673,299,0.46924185031884413
527万,38493元/平米,青秀澜湾,江北区 甬江,4室2厅1厨2卫,高楼层 (共8层),136.91㎡,平层,,板楼,南,钢混结构,毛坯,一梯两户,暂无数据,2023-10-02,商品房,2021-09-08,普通住宅,满两年,非共有,无抵押,已上传房本照片,2231002330250008,,,,,江北区,甬江,高楼层,8,4,2,1,2,27.381999999999998,15.212222222222222,0.4,0.4,8,4,3,2374983.935742972,2080000.0,1266402.7666910856,249,2.218961442949689
198万,15660元/平米,宁大花园,镇海区 庄市,3室2厅1厨2卫,中楼层 (共7层),126.44㎡,平层,116.15㎡,板楼,南,框架结构,精装,一梯两户,无,2023-10-03,商品房,2014-05-13,普通住宅,满五年,共有,无抵押,已上传房本照片,202310033302110004,,,,,镇海区,庄市,中楼层,7,3,2,1,2,31.61,15.805,0.5,0.5,7,1,2,2173067.729083665,1990000.0,977382.160362272,251,0.9111538781541079
319万,35981元/平米,金地悦江来,鄞州区 长丰,3室2厅1厨1卫,低楼层 (共28层),88.66㎡,暂无数据,,板楼,南,钢混结构,精装,两梯四户,有,2023-09-26,商品房,2018-09-01,普通住宅,暂无数据,共有,有抵押 70万元 业主自还,已上传房本照片,202009083302120077,,,,,鄞州区,长丰,低楼层,28,3,2,1,1,22.165,3.057241379310345,0.5,0.25,6,4,1,2711766.8711656444,2500000.0,1329556.3519404833,978,1.1763543752838952
365万,28302元/平米,望庐花苑,海曙区 高桥,4室2厅1厨2卫,低楼层 (共8层),128.97㎡,平层,,板塔结合,南,混合结构,精装,一梯两户,有,2023-09-22,商品房,2020-10-10,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202310103302030009,,,,,海曙区,高桥,低楼层,8,4,2,1,2,25.794,14.33,0.4,0.4,8,3,3,2048187.9432624113,1840000.0,968698.6620355729,564,1.7820621539857453
162万,17818元/平米,银亿海悦花苑,镇海区 骆驼,3室2厅1厨1卫,高楼层 (共18层),90.92㎡,平层,,板楼,南,钢混结构,精装,一梯四户,有,2023-10-04,商品房,2017-01-09,普通住宅,暂无数据,非共有,有抵押 30万元,已上传房本照片,202310053302110005,,,,,镇海区,骆驼,高楼层,18,3,2,1,1,22.73,4.785263157894737,0.5,0.25,6,1,1,2173067.729083665,1990000.0,977382.160362272,251,0.7454895366715428
255万,23763元/平米,宁波新城吾悦广场,镇海区 骆驼,3室2厅1厨2卫,中楼层 (共21层),107.31㎡,平层,,板塔结合,南,钢混结构,毛坯,两梯四户,有,2023-09-27,商品房,2018-05-04,普通住宅,满五年,非共有,有抵押 业主自还,已上传房本照片,202309273302110052,,,,,镇海区,骆驼,中楼层,21,3,2,1,2,26.8275,4.877727272727273,0.5,0.5,7,2,2,2173067.729083665,1990000.0,977382.160362272,251,1.1734557521681692
246万,26586元/平米,高塘花园,海曙区 高塘,3室1厅1厨1卫,低楼层 (共7层),92.53㎡,平层,,板楼,南,钢混结构,精装,一梯两户,无,2023-09-30,商品房,2016-07-18,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202203153302030038,,,,,海曙区,高塘,低楼层,7,3,1,1,1,23.1325,11.56625,0.25,0.25,5,2,1,2048187.9432624113,1840000.0,968698.6620355729,564,1.2010610681657352
60万,6130元/平米,天怡湾花苑,杭州湾新区 杭州湾新区,3室2厅1厨1卫,高楼层 (共29层),97.89㎡,平层,74.69㎡,板楼,南,混合结构,毛坯,一梯四户,暂无数据,2023-09-27,商品房,2021-05-07,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,20231010330282010003,,,,,杭州湾新区,杭州湾新区,高楼层,29,3,2,1,1,24.4725,3.263,0.5,0.25,6,0,2,853969.1358024691,830000.0,286526.62766007404,162,0.7026006822079143
161万,12337元/平米,绿地海湾丽海苑,杭州湾新区 杭州湾新区,4室2厅1厨2卫,高楼层 (共6层),130.51㎡,复式,,暂无数据,南,未知结构,毛坯,一梯两户,暂无数据,2023-10-03,商品房,2021-06-01,普通住宅,满两年,非共有,无抵押,已上传房本照片,202365771269984568,,,,,杭州湾新区,杭州湾新区,高楼层,6,4,2,1,2,26.101999999999997,18.64428571428571,0.4,0.4,8,1,3,853969.1358024691,830000.0,286526.62766007404,162,1.8853118305912366
82万,8081元/平米,江岚苑,杭州湾新区 杭州湾新区,3室2厅1厨1卫,低楼层 (共33层),100.86㎡,平层,86.00㎡,板楼,南,钢混结构,精装,两梯四户,有,2023-10-03,商品房,2018-09-20,普通住宅,暂无数据,非共有,有抵押 客户偿还,已上传房本照片,20231011330282010005,,,,,杭州湾新区,杭州湾新区,低楼层,33,3,2,1,1,25.215,2.966470588235294,0.5,0.25,6,0,2,853969.1358024691,830000.0,286526.62766007404,162,0.9543659266657503
335万,26034元/平米,吾悦广场三期,镇海区 骆驼,3室2厅1厨2卫,高楼层 (共23层),128.68㎡,平层,,板楼,南,钢混结构,精装,两梯四户,有,2023-09-24,商品房,2019-08-26,普通住宅,暂无数据,非共有,有抵押,已上传房本照片,34884846405050,,,,,镇海区,骆驼,高楼层,23,3,2,1,2,32.17,5.361666666666667,0.5,0.5,7,2,3,2173067.729083665,1990000.0,977382.160362272,251,1.541598733240536
79万,10431元/平米,龙湖昱湖壹号苑,慈溪市 龙山,3室2厅1厨1卫,中楼层 (共10层),75.74㎡,平层,,暂无数据,南,未知结构,精装,一梯两户,暂无数据,2023-09-25,商品房,2021-09-25,普通住宅,暂无数据,共有,无抵押,已上传房本照片,202212283302820005,,,,,慈溪市,龙山,中楼层,10,3,2,1,1,18.935,6.885454545454545,0.5,0.25,6,0,1,1587584.9056603773,1450000.0,685073.8431271552,53,0.4976108676597183
176万,22748元/平米,东莺新村,鄞州区 潘火,2室2厅1厨1卫,低楼层 (共6层),77.37㎡,平层,68.10㎡,板楼,南,钢混结构,精装,一梯两户,无,2023-09-22,商品房,2013-09-26,普通住宅,满五年,非共有,无抵押,已上传房本照片,202309223302120032,,,,,鄞州区,潘火,低楼层,6,2,2,1,1,25.790000000000003,11.052857142857144,0.6666666666666666,0.3333333333333333,5,2,1,2711766.8711656444,2500000.0,1329556.3519404833,978,0.6490231036049077
90万,8315元/平米,江岚苑,杭州湾新区 杭州湾新区,3室2厅1厨2卫,中楼层 (共33层),108.24㎡,平层,,板楼,南,钢混结构,精装,两梯四户,有,2023-10-04,商品房,2016-10-15,普通住宅,满五年,非共有,无抵押,已上传房本照片,20230928330282010004,,,,,杭州湾新区,杭州湾新区,中楼层,33,3,2,1,2,27.06,3.183529411764706,0.5,0.5,7,0,2,853969.1358024691,830000.0,286526.62766007404,162,1.0539010233118715
273万,29074元/平米,印象外滩,鄞州区 钟公庙,4室0厅1厨3卫,低楼层 (共26层),93.83㎡,平层,,板楼,南 北,钢混结构,简装,两梯四户,有,2023-10-01,商品房,2014-08-18,普通住宅,暂无数据,非共有,有抵押 55万元 业主自还,已上传房本照片,202103213302120098,,,,,鄞州区,钟公庙,低楼层,26,4,0,1,3,18.766,3.475185185185185,0.0,0.6,7,3,2,2711766.8711656444,2500000.0,1329556.3519404833,978,1.005985810587607
280万,23849元/平米,慧江苑,鄞州区 长丰,3室2厅1厨2卫,高楼层 (共24层),117.41㎡,平层,,板楼,南,钢混结构,毛坯,两梯六户,有,2023-10-03,拆迁安置房,2019-10-03,普通住宅,满两年,非共有,无抵押,已上传房本照片,201908043302120047,,,,,鄞州区,长丰,高楼层,24,3,2,1,2,29.3525,4.6964,0.5,0.5,7,2,2,2711766.8711656444,2500000.0,1329556.3519404833,978,1.0325367557350804
235万,21403元/平米,天逸湾二期,海曙区 高桥,3室2厅1厨2卫,低楼层 (共18层),109.80㎡,平层,,塔楼,南,钢混结构,毛坯,一梯两户,有,2023-09-28,商品房,2020-09-02,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202309303302030009,,,,,海曙区,高桥,低楼层,18,3,2,1,2,27.45,5.778947368421052,0.5,0.5,7,2,2,2048187.9432624113,1840000.0,968698.6620355729,564,1.1473550854428771
226万,21193元/平米,绿城·桂花园,镇海区 骆驼,2室1厅1厨1卫,低楼层 (共11层),106.64㎡,平层,,板塔结合,南,钢混结构,其他,一梯两户,有,2023-10-14,商品房,2019-05-01,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,201905223302110011,,,,,镇海区,骆驼,低楼层,11,2,1,1,1,35.54666666666667,8.886666666666667,0.3333333333333333,0.3333333333333333,4,2,2,2173067.729083665,1990000.0,977382.160362272,251,1.0400039215294363
135万,23232元/平米,君睿名苑,鄞州区 下应,1室1厅1厨1卫,高楼层 (共24层),58.11㎡,平层,,板楼,南,钢混结构,精装,两梯六户,有,2023-10-15,商品房,2019-06-01,普通住宅,满两年,共有,有抵押 112万元,已上传房本照片,202306013302120089,,,,,鄞州区,下应,高楼层,24,1,1,1,1,29.055,2.3244,0.5,0.5,3,2,0,2711766.8711656444,2500000.0,1329556.3519404833,978,0.49783022151512807
185万,25720元/平米,明楼东区,鄞州区 明楼,3室1厅1厨1卫,中楼层 (共8层),71.93㎡,平层,,板楼,南,砖混结构,简装,一梯两户,无,2023-10-12,商品房,1998-09-06,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202310123302120091,,,,,鄞州区,明楼,中楼层,8,3,1,1,1,17.9825,7.992222222222223,0.25,0.25,5,2,1,2711766.8711656444,2500000.0,1329556.3519404833,978,0.6822117850392496
215万,29465元/平米,国医双拥小区,海曙区 天一广场,2室2厅1厨1卫,高楼层 (共6层),72.97㎡,平层,,板楼,南,砖混结构,精装,一梯四户,无,2023-10-18,商品房,2021-07-07,普通住宅,满两年,非共有,有抵押,已上传房本照片,202304273302030069,,,,,海曙区,天一广场,高楼层,6,2,2,1,1,24.323333333333334,10.424285714285714,0.6666666666666666,0.3333333333333333,5,3,1,2048187.9432624113,1840000.0,968698.6620355729,564,1.0497078441285896
38万,8028元/平米,嘉华大厦,鄞州区 首南,1室1厅1厨1卫,中楼层 (共18层),47.21㎡,平层,,板塔结合,北,钢混结构,精装,两梯二十四户,有,2023-10-16,商品房,2021-02-03,普通住宅,满两年,非共有,无抵押,已上传房本照片,202301073302120018,,,,,鄞州区,首南,中楼层,18,1,1,1,1,23.605,2.484736842105263,0.5,0.5,3,0,0,2711766.8711656444,2500000.0,1329556.3519404833,978,0.1397612251512841
124万,19151元/平米,卖面桥小区徐家新村,海曙区 集士港,2室1厅1厨1卫,低楼层 (共10层),64.75㎡,平层,54.85㎡,塔楼,南,钢混结构,其他,一梯四户,有,2023-10-08,拆迁安置房,2019-10-11,普通住宅,满两年,共有,有抵押 70万元 业主自还,已上传房本照片,202310083302030028,,,,,海曙区,集士港,低楼层,10,2,1,1,1,21.583333333333332,5.886363636363637,0.3333333333333333,0.3333333333333333,4,1,1,2048187.9432624113,1840000.0,968698.6620355729,564,0.605412896148582
280万,24651元/平米,明园,鄞州区 明楼,3室2厅1厨1卫,中楼层 (共7层),113.59㎡,平层,,板楼,南 北,钢混结构,精装,一梯两户,无,2023-10-12,商品房,2002-10-12,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202310123302120059,,,,,鄞州区,明楼,中楼层,7,3,2,1,1,28.3975,14.19875,0.5,0.25,6,2,2,2711766.8711656444,2500000.0,1329556.3519404833,978,1.0325367557350804
62万,6418元/平米,天怡湾花苑,杭州湾新区 杭州湾新区,3室1厅1厨1卫,低楼层 (共29层),96.61㎡,平层,,板楼,南,钢混结构,其他,一梯四户,暂无数据,2023-10-14,商品房,2021-08-30,普通住宅,满两年,非共有,无抵押,已上传房本照片,20231014330282010004,,,,,杭州湾新区,杭州湾新区,低楼层,29,3,1,1,1,24.1525,3.2203333333333335,0.25,0.25,5,0,2,853969.1358024691,830000.0,286526.62766007404,162,0.726020704948178
128万,14523元/平米,云鼎公寓,北仑区 小港,2室2厅1厨1卫,高楼层 (共10层),88.14㎡,复式,,板塔结合,南,钢混结构,其他,一梯三户,有,2023-10-18,商品房,2017-07-21,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202310183302060049,,,,,北仑区,小港,高楼层,10,2,2,1,1,29.38,8.012727272727274,0.6666666666666666,0.3333333333333333,5,1,1,1875364.5484949832,1800000.0,855438.6591359673,299,0.6825336004637733
248万,19424元/平米,景瑞缇香郡,鄞州区 姜山,4室2厅1厨2卫,低楼层 (共28层),127.68㎡,平层,,板塔结合,南,钢混结构,毛坯,十梯两户,有,2023-10-13,商品房,2019-04-14,普通住宅,满两年,非共有,无抵押,已上传房本照片,202310133302120116,,,,,鄞州区,姜山,低楼层,28,4,2,1,2,25.536,4.402758620689656,0.4,0.4,8,2,3,2711766.8711656444,2500000.0,1329556.3519404833,978,0.9145325550796427
325万,25469元/平米,荣安桃花源,海曙区 集士港,4室2厅1厨2卫,高楼层 (共7层),127.61㎡,平层,,板塔结合,南 北,钢混结构,精装,一梯两户,有,2023-09-26,商品房,2020-04-13,普通住宅,满两年,非共有,无抵押,已上传房本照片,202309263302030024,,,,,海曙区,集士港,高楼层,7,4,2,1,2,25.522,15.95125,0.4,0.4,8,2,3,2048187.9432624113,1840000.0,968698.6620355729,564,1.5867676713571703
209万,24015元/平米,海创家园锦园,鄞州区 下应,3室1厅1厨1卫,低楼层 (共33层),87.03㎡,平层,68.21㎡,板楼,南,钢混结构,其他,两梯四户,有,2023-10-14,商品房,2020-10-15,普通住宅,暂无数据,非共有,有抵押,已上传房本照片,202207263302120021,,,,,鄞州区,下应,低楼层,33,3,1,1,1,21.7575,2.559705882352941,0.25,0.25,5,2,1,2711766.8711656444,2500000.0,1329556.3519404833,978,0.7707149355308279
159万,19400元/平米,鑫隆花园一期,镇海区 庄市,2室1厅1厨1卫,中楼层 (共6层),81.96㎡,平层,,板楼,南 北,钢混结构,精装,一梯两户,无,2023-10-14,商品房,2016-03-18,普通住宅,暂无数据,共有,无抵押,已上传房本照片,202110073302110008,,,,,镇海区,庄市,中楼层,6,2,1,1,1,27.319999999999997,11.708571428571428,0.3333333333333333,0.3333333333333333,4,2,1,2173067.729083665,1990000.0,977382.160362272,251,0.7316841748813291
275万,32707元/平米,盛世天城二期,鄞州区 中河,2室2厅1厨1卫,低楼层 (共28层),84.08㎡,平层,,板楼,南,钢混结构,精装,两梯四户,有,2023-10-14,商品房,2021-08-27,普通住宅,满两年,非共有,有抵押 160万元,已上传房本照片,202310073302120049,,,,,鄞州区,中河,低楼层,28,2,2,1,1,28.026666666666667,2.8993103448275863,0.6666666666666666,0.3333333333333333,5,3,1,2711766.8711656444,2500000.0,1329556.3519404833,978,1.0140985993826683
50万,9420元/平米,江北万达公寓,江北区 江北万达,1室1厅1厨1卫,低楼层 (共21层),53.08㎡,平层,39.00㎡,板塔结合,南,钢混结构,精装,一梯十户,有,2023-10-06,商品房,2018-04-28,商住两用,暂无数据,非共有,无抵押,已上传房本照片,202310063302050015,商水,未知,,,江北区,江北万达,低楼层,21,1,1,1,1,26.54,2.4127272727272726,0.5,0.5,3,0,0,2374983.935742972,2080000.0,1266402.7666910856,249,0.2105276511337466
119万,14986元/平米,浃江小区山清轩,北仑区 小港,2室2厅1厨1卫,低楼层 (共22层),79.41㎡,平层,,板塔结合,南,钢混结构,其他,两梯四户,有,2023-10-09,商品房,2020-05-14,普通住宅,暂无数据,非共有,有抵押,已上传房本照片,202310093302060010,,,2.95元/m3,,北仑区,小港,低楼层,22,2,2,1,1,26.47,3.4526086956521738,0.6666666666666666,0.3333333333333333,5,1,1,1875364.5484949832,1800000.0,855438.6591359673,299,0.6345429566811642
136万,19711元/平米,青枫雅苑,镇海区 蛟川,2室2厅1厨1卫,高楼层 (共18层),69.00㎡,平层,,板塔结合,南,钢混结构,精装,两梯四户,有,2023-10-09,商品房,2018-01-01,普通住宅,暂无数据,非共有,有抵押,已上传房本照片,202310153302110018,,,,,镇海区,蛟川,高楼层,18,2,2,1,1,23.0,3.6315789473684212,0.6666666666666666,0.3333333333333333,5,2,1,2173067.729083665,1990000.0,977382.160362272,251,0.6258430678230236
175万,22147元/平米,广泽嘉园,海曙区 高桥,2室1厅1厨1卫,低楼层 (共11层),79.02㎡,平层,,板楼,南,框架结构,精装,一梯两户,无,2023-10-06,拆迁安置房,2016-02-14,普通住宅,暂无数据,非共有,有抵押 40万元 业主自还,已上传房本照片,202310063302030007,,,,,海曙区,高桥,低楼层,11,2,1,1,1,26.34,6.585,0.3333333333333333,0.3333333333333333,4,2,1,2048187.9432624113,1840000.0,968698.6620355729,564,0.8544133615000148
205万,11919元/平米,明仕丽庭,海曙区 集士港,4室2厅1厨1卫,高楼层 (共7层),172.00㎡,复式,155.85㎡,板楼,南,砖混结构,精装,一梯两户,无,2022-04-23,商品房,2010-04-23,普通住宅,暂无数据,非共有,有抵押 90,已上传房本照片,202108023302030017,,,,,海曙区,集士港,高楼层,7,4,2,1,1,34.4,21.5,0.4,0.2,7,1,4,2048187.9432624113,1840000.0,968698.6620355729,564,1.000884223471446
